Word,Conc.M,Conc.SD,Category
humongous,3.42,1.5,Concrete
insurgent,3.42,1.53,Concrete
onscreen,3.42,1.5,Concrete
preteen,3.42,1.36,Concrete
reddish,3.42,1.42,Concrete
russet,3.42,1.45,Concrete
snowbound,3.42,1.45,Concrete
unlit,3.42,1.36,Concrete
unsheathed,3.42,1.36,Concrete
beige,3.41,1.59,Concrete
childproof,3.41,1.4,Concrete
chinless,3.41,1.5,Concrete
derelict,3.41,1.6,Concrete
forked,3.41,1.42,Concrete
inflexible,3.41,1.37,Concrete
malted,3.41,1.55,Concrete
moisturizing,3.41,1.15,Concrete
moonless,3.41,1.31,Concrete
orthodontic,3.41,1.3,Concrete
safe,3.41,1.55,Concrete
unchained,3.41,1.25,Concrete
uterine,3.41,1.37,Concrete
veiling,3.41,1.45,Concrete
geometric,3.4,1.16,Concrete
leathery,3.4,1.48,Concrete
magnetic,3.4,1.3,Concrete
shaky,3.4,1.44,Concrete
subterranean,3.4,1.29,Concrete
unburned,3.4,1.3,Concrete
unshackled,3.4,1.57,Concrete
binding,3.39,1.5,Concrete
electrical,3.39,1.31,Concrete
fungicidal,3.39,1.4,Concrete
grayish,3.39,1.03,Concrete
midsize,3.39,1.52,Concrete
nonalcoholic,3.39,1.47,Concrete
oscillating,3.39,1.03,Concrete
protestant,3.39,1.47,Concrete
shining,3.39,1.31,Concrete
venomous,3.39,1.27,Concrete
barrelful,3.38,1.53,Concrete
bespectacled,3.38,1.56,Concrete
colonialist,3.38,1.44,Concrete
deep,3.38,1.35,Concrete
deteriorating,3.38,1.3,Concrete
frontal,3.38,1.5,Concrete
hotter,3.38,1.58,Concrete
hydroelectric,3.38,1.31,Concrete
paler,3.38,1.31,Concrete
soundproof,3.38,1.4,Concrete
toasty,3.38,1.29,Concrete
cavernous,3.37,1.11,Concrete
curvaceous,3.37,1.28,Concrete
depository,3.37,1.57,Concrete
double,3.37,1.35,Concrete
drippy,3.37,1.31,Concrete
drooping,3.37,1.31,Concrete
gnarled,3.37,1.47,Concrete
heavy,3.37,1.47,Concrete
large,3.37,1.4,Concrete
misty,3.37,1.24,Concrete
outermost,3.37,1.39,Concrete
rectal,3.37,1.28,Concrete
refried,3.37,1.47,Concrete
unbroken,3.37,1.27,Concrete
upper,3.37,1.61,Concrete
bloated,3.36,1.34,Concrete
brassy,3.36,1.59,Concrete
buoyant,3.36,1.62,Concrete
chesty,3.36,1.31,Concrete
clearer,3.36,1.38,Concrete
creaking,3.36,1.57,Concrete
diseased,3.36,1.06,Concrete
electrostatic,3.36,1.59,Concrete
flowerless,3.36,1.59,Concrete
granular,3.36,1.1,Concrete
keyless,3.36,1.54,Concrete
mothproof,3.36,1.39,Concrete
tall,3.36,1.39,Concrete
tusked,3.36,1.35,Concrete
unfastened,3.36,1.13,Concrete
arthritic,3.35,1.29,Concrete
curved,3.35,1.35,Concrete
eroding,3.35,1.5,Concrete
fragrant,3.35,1.32,Concrete
jellylike,3.35,1.23,Concrete
raw,3.35,1.38,Concrete
seminarian,3.35,1.35,Concrete
sheer,3.35,1.47,Concrete
afloat,3.34,1.42,Concrete
infrared,3.34,1.59,Concrete
intravascular,3.34,1.37,Concrete
knotty,3.34,1.32,Concrete
low,3.34,1.47,Concrete
northernmost,3.34,1.63,Concrete
spotless,3.34,1.2,Concrete
undressed,3.34,1.52,Concrete
carpal,3.33,1.49,Concrete
confectionary,3.33,1.59,Concrete
convex,3.33,1.32,Concrete
curvy,3.33,1.32,Concrete
hydrogenated,3.33,1.41,Concrete
robotic,3.33,1.11,Concrete
roman,3.33,1.39,Concrete
shiny,3.33,1.49,Concrete
surplus,3.33,1.4,Concrete
undiluted,3.33,1.27,Concrete
unwrapped,3.33,1.59,Concrete
wintery,3.33,1.21,Concrete
active,3.32,1.25,Concrete
ashy,3.32,1.18,Concrete
awake,3.32,1.25,Concrete
beltless,3.32,1.25,Concrete
bended,3.32,1.35,Concrete
clitoral,3.32,1.63,Concrete
collegiate,3.32,1.49,Concrete
droopy,3.32,1.52,Concrete
manmade,3.32,1.49,Concrete
monosyllabic,3.32,1.59,Concrete
overheated,3.32,1.19,Concrete
photochemical,3.32,1.59,Concrete
prepubescent,3.32,1.36,Concrete
static,3.32,1.54,Concrete
twitchy,3.32,1.28,Concrete
unstrapped,3.32,1.35,Concrete
weightless,3.32,1.47,Concrete
wintry,3.32,1.44,Concrete
adjoined,3.31,1.32,Concrete
healthy,3.31,1.38,Concrete
juvenile,3.31,1.2,Concrete
perpendicular,3.31,1.26,Concrete
phallic,3.31,1.44,Concrete
physical,3.31,1.49,Concrete
seasoned,3.31,1.31,Concrete
solitary,3.31,1.37,Concrete
sparkling,3.31,1.16,Concrete
spicy,3.31,1.52,Concrete
swell,3.31,1.44,Concrete
unleavened,3.31,1.41,Concrete
unmarked,3.31,1.69,Concrete
unripe,3.31,1.35,Concrete
upturned,3.31,1.38,Concrete
anal,3.3,1.56,Concrete
corrosive,3.3,1.2,Concrete
drunken,3.3,1.3,Concrete
electronic,3.3,1.44,Concrete
flabby,3.3,1.32,Concrete
glittery,3.3,1.54,Concrete
gripping,3.3,1.42,Concrete
multinational,3.3,1.49,Concrete
outstretched,3.3,1.49,Concrete
plushy,3.3,1.49,Concrete
puffing,3.3,1.29,Concrete
ripe,3.3,1.6,Concrete
telescopic,3.3,1.27,Concrete
untangled,3.3,1.23,Concrete
windswept,3.3,1.23,Concrete
agricultural,3.29,1.24,Concrete
balder,3.29,1.37,Concrete
boney,3.29,1.44,Concrete
composite,3.29,1.49,Concrete
membranous,3.29,1.0,Concrete
retinal,3.29,1.38,Concrete
sharper,3.29,1.41,Concrete
stainless,3.29,1.54,Concrete
unopened,3.29,1.65,Concrete
viscous,3.29,1.44,Concrete
warmer,3.29,1.24,Concrete
acoustic,3.28,1.19,Concrete
adrenal,3.28,1.49,Concrete
bilingual,3.28,1.67,Concrete
cardiopulmonary,3.28,1.4,Concrete
cloaking,3.28,1.43,Concrete
colder,3.28,1.51,Concrete
crowded,3.28,1.44,Concrete
decaying,3.28,1.31,Concrete
frigid,3.28,1.46,Concrete
geologic,3.28,1.36,Concrete
misfile,3.28,1.46,Concrete
muggy,3.28,1.22,Concrete
overgrown,3.28,1.33,Concrete
pearly,3.28,1.24,Concrete
periodontal,3.28,1.62,Concrete
slow,3.28,1.25,Concrete
soggy,3.28,1.41,Concrete
unhygienic,3.28,1.36,Concrete
weekly,3.28,1.36,Concrete
adjustable,3.27,1.26,Concrete
ajar,3.27,1.26,Concrete
deaf,3.27,1.43,Concrete
intertwining,3.27,1.6,Concrete
larval,3.27,1.28,Concrete
mammalian,3.27,1.71,Concrete
menstrual,3.27,1.39,Concrete
nonslip,3.27,1.48,Concrete
odorous,3.27,1.31,Concrete
overlapping,3.27,1.31,Concrete
saltier,3.27,1.51,Concrete
single,3.27,1.35,Concrete
slobbery,3.27,1.51,Concrete
starlit,3.27,1.48,Concrete
suburban,3.27,1.4,Concrete
whitish,3.27,1.35,Concrete
lipless,3.26,1.48,Concrete
malnourished,3.26,1.35,Concrete
microbial,3.26,1.26,Concrete
monochromatic,3.26,1.56,Concrete
moped,3.26,1.53,Concrete
multiple,3.26,1.35,Concrete
reburial,3.26,1.4,Concrete
slimy,3.26,1.53,Concrete
smudgy,3.26,1.26,Concrete
uncrushed,3.26,1.48,Concrete
windblown,3.26,1.13,Concrete
arching,3.25,1.32,Concrete
bluer,3.25,1.43,Concrete
bridal,3.25,1.14,Concrete
coarse,3.25,1.35,Concrete
inverted,3.25,1.17,Concrete
multilayered,3.25,1.43,Concrete
ovarian,3.25,1.48,Concrete
phonographic,3.25,1.58,Concrete
respiratory,3.25,1.4,Concrete
separate,3.25,1.24,Concrete
southwestern,3.25,1.36,Concrete
stringed,3.25,1.53,Concrete
tropical,3.25,1.4,Concrete
uncapped,3.25,1.51,Concrete
undocked,3.25,1.32,Concrete
unsnapped,3.25,1.39,Concrete
whole,3.25,1.62,Concrete
bankrupt,3.24,1.55,Concrete
bounding,3.24,1.39,Concrete
breathy,3.24,1.3,Concrete
brownish,3.24,1.38,Concrete
commercial,3.24,1.55,Concrete
congested,3.24,1.27,Concrete
conical,3.24,1.45,Concrete
inanimate,3.24,1.41,Concrete
iridescent,3.24,1.53,Concrete
leaner,3.24,1.33,Concrete
lengthy,3.24,1.43,Concrete
mangy,3.24,1.45,Concrete
mute,3.24,1.33,Concrete
rubbery,3.24,1.13,Concrete
shimmery,3.24,1.51,Concrete
westernmost,3.24,1.55,Concrete
audible,3.23,1.61,Concrete
clawless,3.23,1.5,Concrete
crinkly,3.23,1.25,Concrete
fiery,3.23,1.55,Concrete
malformed,3.23,1.38,Concrete
northwesterly,3.23,1.34,Concrete
sooty,3.23,1.48,Concrete
sore,3.23,1.55,Concrete
spiced,3.23,1.39,Concrete
starchy,3.23,1.19,Concrete
superheated,3.23,1.37,Concrete
ugly,3.23,1.52,Concrete
uncombed,3.23,1.56,Concrete
unsaddled,3.23,1.34,Concrete
vending,3.23,1.39,Concrete
chipper,3.22,1.45,Concrete
eastbound,3.22,1.34,Concrete
saucy,3.22,1.22,Concrete
small,3.22,1.67,Concrete
ticklish,3.22,1.4,Concrete
ultraviolet,3.22,1.34,Concrete
urinary,3.22,1.34,Concrete
vaulted,3.22,1.25,Concrete
veiled,3.22,1.48,Concrete
widowed,3.22,1.42,Concrete
asymmetrical,3.21,1.4,Concrete
bare,3.21,1.21,Concrete
chiller,3.21,1.59,Concrete
closetful,3.21,1.28,Concrete
colic,3.21,1.56,Concrete
combustible,3.21,1.42,Concrete
disabled,3.21,1.35,Concrete
due,3.21,1.57,Concrete
gastric,3.21,1.52,Concrete
gastrointestinal,3.21,1.74,Concrete
geographic,3.21,1.5,Concrete
intercontinental,3.21,1.64,Concrete
itchy,3.21,1.47,Concrete
limber,3.21,1.47,Concrete
massive,3.21,1.32,Concrete
northeasterly,3.21,1.72,Concrete
oxidized,3.21,1.45,Concrete
pancreatic,3.21,1.42,Concrete
panoramic,3.21,1.59,Concrete
parched,3.21,1.54,Concrete
patchy,3.21,1.29,Concrete
penile,3.21,1.38,Concrete
schematic,3.21,1.34,Concrete
thermal,3.21,1.29,Concrete
transcontinental,3.21,1.47,Concrete
unclean,3.21,1.32,Concrete
uncompleted,3.21,1.4,Concrete
uneaten,3.21,1.32,Concrete
ungraded,3.21,1.45,Concrete
unstained,3.21,1.47,Concrete
withering,3.21,1.26,Concrete
barren,3.2,1.53,Concrete
boxy,3.2,1.47,Concrete
cardiovascular,3.2,1.45,Concrete
close,3.2,1.32,Concrete
exothermal,3.2,1.63,Concrete
graphic,3.2,1.35,Concrete
molten,3.2,1.32,Concrete
phosphoric,3.2,1.32,Concrete
stinking,3.2,1.38,Concrete
unclosed,3.2,1.73,Concrete
vinegary,3.2,1.63,Concrete
wispy,3.2,1.35,Concrete
wordy,3.2,1.41,Concrete
barefaced,3.19,1.47,Concrete
beefy,3.19,1.24,Concrete
bridgeless,3.19,1.49,Concrete
catchable,3.19,1.33,Concrete
chewy,3.19,1.5,Concrete
citric,3.19,1.58,Concrete
corporeal,3.19,1.55,Concrete
crumbly,3.19,1.08,Concrete
curried,3.19,1.33,Concrete
fatal,3.19,1.44,Concrete
fatter,3.19,1.02,Concrete
fibrous,3.19,1.2,Concrete
flimsy,3.19,1.21,Concrete
garlicky,3.19,1.47,Concrete
intravenous,3.19,1.71,Concrete
older,3.19,1.42,Concrete
oozy,3.19,1.47,Concrete
ornate,3.19,1.36,Concrete
rasping,3.19,1.17,Concrete
socialist,3.19,1.36,Concrete
uncrushable,3.19,1.33,Concrete
accelerated,3.18,1.36,Concrete
bouncy,3.18,1.52,Concrete
incumbent,3.18,1.5,Concrete
interlocking,3.18,1.06,Concrete
loose,3.18,1.31,Concrete
orphaned,3.18,1.39,Concrete
polar,3.18,1.49,Concrete
quadruple,3.18,1.49,Concrete
scrotal,3.18,1.47,Concrete
seasick,3.18,1.49,Concrete
southbound,3.18,1.54,Concrete
tiered,3.18,1.59,Concrete
toothy,3.18,1.42,Concrete
transparent,3.18,1.09,Concrete
zesty,3.18,1.16,Concrete
antibacterial,3.17,1.23,Concrete
antiviral,3.17,1.23,Concrete
blinding,3.17,1.46,Concrete
decrepit,3.17,1.24,Concrete
gargantuan,3.17,1.4,Concrete
grizzly,3.17,1.39,Concrete
inactive,3.17,1.36,Concrete
jittery,3.17,1.39,Concrete
mechanical,3.17,1.28,Concrete
metalloid,3.17,1.37,Concrete
movable,3.17,1.34,Concrete
petrified,3.17,1.36,Concrete
saturated,3.17,1.26,Concrete
scented,3.17,1.31,Concrete
shatterproof,3.17,1.49,Concrete
teeny,3.17,1.29,Concrete
threadlike,3.17,1.37,Concrete
twinkly,3.17,1.36,Concrete
unwired,3.17,1.26,Concrete
vascular,3.17,1.26,Concrete
yearly,3.17,1.56,Concrete
bristly,3.16,1.37,Concrete
crystalline,3.16,1.4,Concrete
current,3.16,1.62,Concrete
downward,3.16,1.37,Concrete
grainy,3.16,1.18,Concrete
parallel,3.16,1.29,Concrete
polychromatic,3.16,1.34,Concrete
tropic,3.16,1.37,Concrete
unclasped,3.16,1.55,Concrete
young,3.16,1.46,Concrete
assorted,3.15,1.46,Concrete
bloodless,3.15,1.22,Concrete
colorless,3.15,1.46,Concrete
crested,3.15,1.16,Concrete
daily,3.15,1.61,Concrete
fisted,3.15,1.51,Concrete
hazy,3.15,1.22,Concrete
narrower,3.15,1.46,Concrete
nonporous,3.15,1.54,Concrete
oblique,3.15,1.59,Concrete
paramilitary,3.15,1.23,Concrete
sappy,3.15,1.29,Concrete
seagoing,3.15,1.19,Concrete
soviet,3.15,1.56,Concrete
tanning,3.15,1.19,Concrete
topographical,3.15,1.38,Concrete
translucent,3.15,1.38,Concrete
unfrozen,3.15,1.56,Concrete
unfurnished,3.15,1.49,Concrete
unwashed,3.15,1.59,Concrete
weaponless,3.15,1.61,Concrete
wobbly,3.15,1.2,Concrete
acrobatic,3.14,1.38,Concrete
aerobic,3.14,1.46,Concrete
alive,3.14,1.58,Concrete
architectural,3.14,1.35,Concrete
bracing,3.14,1.33,Concrete
dense,3.14,1.53,Concrete
endoscopic,3.14,1.21,Concrete
inflamed,3.14,1.27,Concrete
ingrown,3.14,1.41,Concrete
lumbering,3.14,1.28,Concrete
metric,3.14,1.41,Concrete
microelectronic,3.14,1.51,Concrete
radioactive,3.14,1.36,Concrete
reversible,3.14,1.41,Concrete
rotary,3.14,1.53,Concrete
royal,3.14,1.35,Concrete
scrawny,3.14,1.38,Concrete
segmented,3.14,1.43,Concrete
sour,3.14,1.6,Concrete
strong,3.14,1.35,Concrete
tidal,3.14,1.48,Concrete
underage,3.14,1.24,Concrete
viselike,3.14,1.48,Concrete
wedded,3.14,1.3,Concrete
wee,3.14,1.66,Concrete
womanlike,3.14,1.25,Concrete
wormy,3.14,1.3,Concrete
craggy,3.13,1.42,Concrete
expensive,3.13,1.36,Concrete
northern,3.13,1.46,Concrete
sopping,3.13,1.36,Concrete
toxic,3.13,1.39,Concrete
unraveled,3.13,1.17,Concrete
aboriginal,3.12,1.34,Concrete
ashen,3.12,1.33,Concrete
blank,3.12,1.66,Concrete
braised,3.12,1.24,Concrete
colorable,3.12,1.13,Concrete
endoplasmic,3.12,1.56,Concrete
golden,3.12,1.45,Concrete
grappling,3.12,1.45,Concrete
gusty,3.12,1.57,Concrete
holey,3.12,1.58,Concrete
hypothermic,3.12,1.42,Concrete
inflammable,3.12,1.61,Concrete
lanky,3.12,1.37,Concrete
luminous,3.12,1.33,Concrete
ruffled,3.12,1.42,Concrete
runny,3.12,1.21,Concrete
sleeker,3.12,1.31,Concrete
suborbital,3.12,1.39,Concrete
trenched,3.12,1.23,Concrete
unmixed,3.12,1.39,Concrete
venetian,3.12,1.56,Concrete
biodegradable,3.11,1.37,Concrete
biological,3.11,1.53,Concrete
cellular,3.11,1.55,Concrete
chronological,3.11,1.4,Concrete
eastern,3.11,1.42,Concrete
eatable,3.11,1.53,Concrete
epicenter,3.11,1.52,Concrete
exfoliating,3.11,1.4,Concrete
gangly,3.11,1.4,Concrete
holographic,3.11,1.62,Concrete
neuropsychological,3.11,1.6,Concrete
neurosurgical,3.11,1.37,Concrete
neuter,3.11,1.55,Concrete
orbital,3.11,1.53,Concrete
spiny,3.11,1.15,Concrete
splotchy,3.11,1.34,Concrete
tiny,3.11,1.48,Concrete
uncut,3.11,1.31,Concrete
weatherproof,3.11,1.55,Concrete
abbreviated,3.1,1.54,Concrete
absorbent,3.1,1.45,Concrete
cancerous,3.1,1.52,Concrete
collapsible,3.1,1.3,Concrete
compacted,3.1,1.32,Concrete
epileptic,3.1,1.4,Concrete
greenish,3.1,1.32,Concrete
hazardous,3.1,1.45,Concrete
layered,3.1,1.45,Concrete
numb,3.1,1.6,Concrete
ragged,3.1,1.23,Concrete
retractable,3.1,1.24,Concrete
rhythmic,3.1,1.4,Concrete
simmering,3.1,1.4,Concrete
thrusting,3.1,1.5,Concrete
violent,3.1,1.37,Concrete
woozy,3.1,1.4,Concrete
molecular,3.09,1.41,Concrete
analogue,3.08,1.66,Concrete
biracial,3.08,1.41,Concrete
coed,3.08,1.38,Concrete
comfy,3.08,1.47,Concrete
computerized,3.08,1.47,Concrete
dental,3.08,1.53,Concrete
homecoming,3.08,1.53,Concrete
horseless,3.08,1.59,Concrete
itemized,3.08,1.2,Concrete
mismatched,3.08,1.49,Concrete
motherless,3.08,1.35,Concrete
murky,3.08,1.47,Concrete
nitrous,3.08,1.63,Concrete
nonaligned,3.08,1.19,Concrete
porky,3.08,1.5,Concrete
postnatal,3.08,1.5,Concrete
sculptural,3.08,1.19,Concrete
stereophonic,3.08,1.55,Concrete
thunderous,3.08,1.41,Concrete
visible,3.08,1.62,Concrete
woodsy,3.08,1.41,Concrete
alphabetical,3.07,1.54,Concrete
anatomical,3.07,1.33,Concrete
angular,3.07,1.46,Concrete
auditory,3.07,1.47,Concrete
biggest,3.07,1.28,Concrete
blunt,3.07,1.41,Concrete
childless,3.07,1.44,Concrete
clean,3.07,1.41,Concrete
connectible,3.07,1.16,Concrete
downloadable,3.07,1.36,Concrete
dual,3.07,1.44,Concrete
endocrine,3.07,1.54,Concrete
formfitting,3.07,1.27,Concrete
grating,3.07,1.54,Concrete
harmonic,3.07,1.44,Concrete
hefty,3.07,1.19,Concrete
hoarse,3.07,1.41,Concrete
inflatable,3.07,1.41,Concrete
junky,3.07,1.36,Concrete
kosher,3.07,1.51,Concrete
medical,3.07,1.33,Concrete
multistory,3.07,1.71,Concrete
musty,3.07,1.49,Concrete
numeric,3.07,1.52,Concrete
numerical,3.07,1.56,Concrete
peripheral,3.07,1.41,Concrete
perky,3.07,1.08,Concrete
pinkish,3.07,1.48,Concrete
postal,3.07,1.41,Concrete
raging,3.07,1.49,Concrete
rapid,3.07,1.39,Concrete
sad,3.07,1.58,Concrete
scenic,3.07,1.44,Concrete
scruffy,3.07,1.36,Concrete
secluded,3.07,1.21,Concrete
seismic,3.07,1.33,Concrete
smelly,3.07,1.49,Concrete
squeaky,3.07,1.39,Concrete
stagnant,3.07,1.44,Concrete
stretchy,3.07,1.33,Concrete
sunshiny,3.07,1.33,Concrete
tubby,3.07,1.33,Concrete
twisty,3.07,1.21,Concrete
uneven,3.07,1.51,Concrete
unorganized,3.07,1.47,Concrete
untidy,3.07,1.31,Concrete
weathered,3.07,1.39,Concrete
wholesale,3.07,1.58,Concrete
wide,3.06,1.29,Concrete
telegraphic,3.05,1.43,Concrete
animate,3.04,1.58,Concrete
aromatic,3.04,1.37,Concrete
askew,3.04,1.37,Concrete
baptismal,3.04,1.53,Concrete
battered,3.04,1.43,Concrete
breathable,3.04,1.53,Concrete
broadband,3.04,1.69,Concrete
burly,3.04,1.34,Concrete
containable,3.04,1.57,Concrete
detachable,3.04,1.29,Concrete
emptier,3.04,1.24,Concrete
encyclopedic,3.04,1.64,Concrete
erosive,3.04,1.51,Concrete
firmer,3.04,1.16,Concrete
gaunt,3.04,1.34,Concrete
glacial,3.04,1.32,Concrete
grubby,3.04,1.26,Concrete
heathen,3.04,1.35,Concrete
homeless,3.04,1.75,Concrete
housebroken,3.04,1.51,Concrete
lethal,3.04,1.53,Concrete
lipid,3.04,1.56,Concrete
local,3.04,1.45,Concrete
microbiological,3.04,1.43,Concrete
muffled,3.04,1.34,Concrete
narcoleptic,3.04,1.67,Concrete
narrow,3.04,1.4,Concrete
neighboring,3.04,1.26,Concrete
papery,3.04,1.4,Concrete
preadolescent,3.04,1.56,Concrete
purebred,3.04,1.45,Concrete
pyramidal,3.04,1.66,Concrete
quarterfinal,3.04,1.43,Concrete
recyclable,3.04,1.4,Concrete
reverberating,3.04,1.15,Concrete
seafaring,3.04,1.33,Concrete
silvery,3.04,1.51,Concrete
squashy,3.04,1.4,Concrete
submersible,3.04,1.55,Concrete
swift,3.04,1.43,Concrete
tactile,3.04,1.32,Concrete
terrestrial,3.04,1.34,Concrete
tightfisted,3.04,1.43,Concrete
unblinking,3.04,1.45,Concrete
unworn,3.04,1.63,Concrete
abrasive,3.03,1.35,Concrete
breakable,3.03,1.4,Concrete
clammy,3.03,1.18,Concrete
ducky,3.03,1.68,Concrete
durable,3.03,1.59,Concrete
flyable,3.03,1.48,Concrete
globetrotting,3.03,1.56,Concrete
initial,3.03,1.43,Concrete
inseparable,3.03,1.35,Concrete
lawless,3.03,1.32,Concrete
lifeless,3.03,1.38,Concrete
microwavable,3.03,1.43,Concrete
native,3.03,1.52,Concrete
raspy,3.03,1.49,Concrete
tidy,3.03,1.38,Concrete
transportable,3.03,1.35,Concrete
unescorted,3.03,1.52,Concrete
unventilated,3.03,1.3,Concrete
utter,3.03,1.57,Concrete
airless,3.0,1.41,Concrete
anaphylactic,3.0,1.41,Concrete
arctic,3.0,1.39,Concrete
binary,3.0,1.68,Concrete
biomechanical,3.0,1.59,Concrete
bootless,3.0,1.47,Concrete
bulky,3.0,1.25,Concrete
chirpy,3.0,1.55,Concrete
coned,3.0,1.39,Concrete
coronary,3.0,1.36,Concrete
countable,3.0,1.49,Concrete
creamed,3.0,1.41,Concrete
darn,3.0,1.49,Concrete
faceless,3.0,1.32,Concrete
galvanized,3.0,1.33,Concrete
geometrical,3.0,1.34,Concrete
heterosexual,3.0,1.46,Concrete
hydroponic,3.0,1.52,Concrete
incandescent,3.0,1.27,Concrete
industrial,3.0,1.54,Concrete
jutting,3.0,1.5,Concrete
misshapen,3.0,1.36,Concrete
motionless,3.0,1.61,Concrete
mucky,3.0,1.24,Concrete
nearest,3.0,1.36,Concrete
outsize,3.0,1.41,Concrete
penetrating,3.0,1.51,Concrete
queasy,3.0,1.58,Concrete
scary,3.0,1.56,Concrete
sleek,3.0,1.22,Concrete
smokeless,3.0,1.44,Concrete
smoother,3.0,1.18,Concrete
squiggly,3.0,1.31,Concrete
squishier,3.0,1.44,Concrete
synthetic,3.0,1.51,Concrete
talkative,3.0,1.36,Concrete
teensy,3.0,1.49,Concrete
tired,3.0,1.33,Concrete
transoceanic,3.0,1.38,Concrete
treelike,3.0,1.2,Concrete
unanchored,3.0,1.55,Concrete
unblemished,3.0,1.49,Concrete
unpainted,3.0,1.31,Concrete
unrepaired,3.0,1.41,Concrete
unruffled,3.0,1.07,Concrete
unscented,3.0,1.66,Concrete
varied,3.0,1.3,Concrete
watertight,3.0,1.49,Concrete
weary,3.0,1.16,Concrete
audiovisual,2.97,1.4,Concrete
budding,2.97,1.25,Concrete
comical,2.97,1.4,Concrete
cubic,2.97,1.38,Concrete
drafty,2.97,1.35,Concrete
eggless,2.97,1.59,Concrete
glitzy,2.97,1.45,Concrete
graphical,2.97,1.27,Concrete
gritty,2.97,1.35,Concrete
nuclear,2.97,1.32,Concrete
psychedelic,2.97,1.55,Concrete
rancid,2.97,1.38,Concrete
reflective,2.97,1.55,Concrete
senior,2.97,1.45,Concrete
shitfaced,2.97,1.52,Concrete
sick,2.97,1.4,Concrete
undernourished,2.97,1.45,Concrete
undigested,2.97,1.48,Concrete
abovementioned,2.96,1.57,Concrete
achy,2.96,1.22,Concrete
aeronautical,2.96,1.51,Concrete
alphanumeric,2.96,1.54,Concrete
animated,2.96,1.35,Concrete
arid,2.96,1.4,Concrete
asthmatic,2.96,1.36,Concrete
biologic,2.96,1.43,Concrete
bulimic,2.96,1.4,Concrete
chiropractic,2.96,1.57,Concrete
choral,2.96,1.28,Concrete
contoured,2.96,1.25,Concrete
coppery,2.96,1.27,Concrete
corrupter,2.96,1.51,Concrete
cosmetic,2.96,1.35,Concrete
culinary,2.96,1.2,Concrete
easternmost,2.96,1.4,Concrete
ferocious,2.96,1.35,Concrete
fertile,2.96,1.26,Concrete
filmy,2.96,1.26,Concrete
fishy,2.96,1.35,Concrete
glaring,2.96,1.29,Concrete
gross,2.96,1.34,Concrete
homogenous,2.96,1.25,Concrete
inboard,2.96,1.37,Concrete
intercollegiate,2.96,1.4,Concrete
kickable,2.96,1.43,Concrete
monetary,2.96,1.43,Concrete
palatable,2.96,1.37,Concrete
plush,2.96,1.22,Concrete
pretrial,2.96,1.22,Concrete
purplish,2.96,1.53,Concrete
redial,2.96,1.4,Concrete
schizophrenic,2.96,1.53,Concrete
seasonal,2.96,1.23,Concrete
sedate,2.96,1.14,Concrete
shady,2.96,1.23,Concrete
spotty,2.96,1.43,Concrete
stenographic,2.96,1.65,Concrete
unconfined,2.96,1.04,Concrete
uncontaminated,2.96,1.48,Concrete
unexpired,2.96,1.53,Concrete
unheated,2.96,1.68,Concrete
unpopulated,2.96,1.5,Concrete
viral,2.96,1.53,Concrete
visual,2.96,1.43,Concrete
diuretic,2.95,1.36,Concrete
horticultural,2.95,1.4,Concrete
steeper,2.95,1.5,Concrete
adjoining,2.93,1.15,Concrete
artificial,2.93,1.67,Concrete
atomic,2.93,1.8,Concrete
bitter,2.93,1.53,Concrete
blistering,2.93,1.36,Concrete
blunted,2.93,1.44,Concrete
catholic,2.93,1.58,Concrete
clerical,2.93,1.14,Concrete
condensed,2.93,1.49,Concrete
distilled,2.93,1.44,Concrete
fidgety,2.93,1.27,Concrete
flaky,2.93,1.52,Concrete
geriatric,2.93,1.39,Concrete
global,2.93,1.48,Concrete
gynecological,2.93,1.44,Concrete
higher,2.93,1.33,Concrete
hysteric,2.93,1.46,Concrete
interracial,2.93,1.39,Concrete
invitational,2.93,1.46,Concrete
lemony,2.93,1.54,Concrete
luxurious,2.93,1.33,Concrete
measurable,2.93,1.36,Concrete
mercantile,2.93,1.49,Concrete
mobile,2.93,1.49,Concrete
